NetworkType,SubType,.gmlFile,degree,betweenness,closeness,eigencentrality,coreness,layerness,pagerank,sum_friends_friends,transitivity
sbm,non_seed,0.28859524160409566,0.8181818181818182,0.907633911164449,0.14601639165798355,0.7122545037416277,1.0,0.8947368421052632,0.7839854556302807,1.0,0.0
sbm,non_seed,0.9703890326045211,0.8181818181818182,0.907633911164449,0.14601639165798355,0.7122545037416277,1.0,0.8947368421052632,0.7839854556302807,1.0,0.0
sbm,non_seed,0.003847788425859422,0.8181818181818182,0.907633911164449,0.14601639165798355,0.7122545037416277,1.0,0.8947368421052632,0.7839854556302807,1.0,0.0
sbm,non_seed,0.31039679697587785,0.8181818181818182,0.907633911164449,0.14601639165798355,0.7122545037416277,1.0,0.8947368421052632,0.7839854556302807,1.0,0.0
sbm,non_seed,0.14168318020995108,0.8181818181818182,0.907633911164449,0.14601639165798355,0.7122545037416277,1.0,0.8947368421052632,0.7839854556302807,1.0,0.0
sbm,seed,0.909098115526075,1.0,1.0,0.1479120879120879,1.0,1.0,0.8823529411764706,0.9146477760735987,0.875,0.0
sbm,seed,0.6716020412780509,1.0,0.5870381119710507,0.13818693809307306,0.3206818644051072,1.0,0.7647058823529411,0.9925611546782815,0.7,0.0
sbm,seed,0.7468738947428445,1.0,0.7718950241959811,0.14040473281077698,0.5048957605752885,1.0,0.7647058823529411,1.0,0.9,0.0
sbm,seed,0.8721364677569418,0.9090909090909091,0.5937368648025035,0.14092132814836975,0.3369768706846117,1.0,0.7647058823529411,0.8744991284027857,0.625,0.0
sbm,seed,0.7099758210683553,0.9090909090909091,0.7726015247474244,0.14311319035178321,0.3730790535028987,1.0,0.9411764705882353,0.8578886629155605,0.75,0.0
sbm,seed,0.18981748029632806,0.9090909090909091,0.4594713582832225,0.13550595409307944,0.2117894862711593,1.0,0.7058823529411765,0.9389141898510498,0.55,0.0
sbm,seed,0.6972098398667341,0.9090909090909091,0.9673959420940701,0.14506096809951965,0.5897914079265993,1.0,0.8235294117647058,0.864966528723933,1.0,0.0
sbm,seed,0.8143175349419037,0.9090909090909091,0.6629139964909627,0.13889994545427742,0.29012349382324104,1.0,0.7647058823529411,0.8915113567184725,0.75,0.0
sbm,seed,0.5729815256862851,0.8181818181818182,0.5785069663853982,0.14101623886851755,0.38906236184667486,1.0,0.8235294117647058,0.827237052483942,0.675,0.0
sbm,seed,0.4032385395343123,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.8088226848171842,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.531790504773732,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.1854416921236588,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.49010950040209966,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.6890540322050803,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.5018788468236963,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.4038264105929045,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.6912076302868019,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.7421999724334601,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,non_seed,0.8208050243352901,0.8181818181818182,0.5080846525065661,0.13925921546602027,0.31698017798923367,1.0,0.6470588235294118,0.8024500861544186,0.65,0.0
sbm,seed,0.4999197602534977,1.0,0.7300440126404473,0.13993021383197637,0.5236762425064939,1.0,0.6111111111111112,0.9432817370408654,0.9117647058823529,0.0
sbm,seed,0.8351894156611643,1.0,0.7972771622412688,0.13735161956060363,0.39380617923611644,1.0,0.5555555555555556,0.9206908078844255,0.8529411764705882,0.0
sbm,seed,0.3452568653742175,1.0,1.0,0.14528789731997707,0.7433656680582573,1.0,0.8333333333333334,0.8866799317722942,0.8529411764705882,0.0
sbm,seed,0.8372862049896139,1.0,0.7156584596458077,0.14190875134211442,0.6494647250263624,1.0,0.8888888888888888,0.8919262068618509,0.8529411764705882,0.0
sbm,seed,0.18220455297336402,1.0,0.756666692989455,0.13888436662867967,0.46365908609409,1.0,0.7222222222222222,0.954437333349456,0.8529411764705882,0.0
sbm,seed,0.832408358834377,1.0,0.9043998597179945,0.14377642949071523,1.0,1.0,0.9444444444444444,0.9364438428229731,1.0,0.0
sbm,seed,0.24154273456364317,1.0,0.913047679605317,0.14348185070792943,0.8021252936577711,1.0,0.8888888888888888,0.8818549679531176,0.9705882352941176,0.0
sbm,seed,0.2020421398037664,1.0,0.8498185512095394,0.14105339105339107,0.5523863233884171,1.0,0.7777777777777778,0.9093860235126423,0.7941176470588235,0.0
sbm,seed,0.37624445392486594,1.0,0.7266668888044411,0.13860947401072363,0.49759748892312133,1.0,0.5555555555555556,0.9652074298700706,0.7647058823529411,0.0
sbm,seed,0.932174588307284,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.030875723682057266,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.5842986391306064,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.0058306651255178865,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.6267308697035497,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.13768215669616124,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.7633615183923416,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.051388907323326904,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.48622235156443183,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.643721526691582,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,non_seed,0.28198150992478455,0.9,0.8147830643232419,0.1392884178652536,0.4614790732256121,1.0,0.7777777777777778,0.8304755139997197,0.7941176470588235,0.0
sbm,seed,0.11447642098227051,1.0,1.0,0.1451523630884659,0.38199931182686836,1.0,0.8888888888888888,0.9152144083767657,0.9318181818181818,0.0
sbm,seed,0.4255545042916099,1.0,0.9955076422226606,0.14853214184575692,1.0,1.0,1.0,0.8942722381136181,1.0,0.0
sbm,seed,0.2814512209378013,1.0,0.6778449475120103,0.13907957926990955,0.21404621680312713,1.0,0.6666666666666666,0.9533481481101514,0.7045454545454546,0.0
sbm,seed,0.14198358261875232,1.0,0.5066661527866057,0.13607667915825886,0.14197292108634765,1.0,0.7222222222222222,1.0,0.5681818181818182,0.0
sbm,seed,0.0657043962670375,1.0,0.7190429027068931,0.13873826213463827,0.17519652844109637,1.0,0.7222222222222222,0.9555164027201443,0.7272727272727273,0.0
sbm,seed,0.2202360228695267,0.9090909090909091,0.7775904651072538,0.1455417154837516,0.3086705932548242,1.0,0.8333333333333334,0.8305947191068829,0.7727272727272727,0.0
sbm,seed,0.8925725150691102,0.9090909090909091,0.6239005335984277,0.14514343695231066,0.3087477542547585,1.0,0.9444444444444444,0.8347455297556264,0.7045454545454546,0.0
sbm,seed,0.9899142599042213,0.9090909090909091,0.5735268418959191,0.1410810083832693,0.2151175558059732,1.0,0.7777777777777778,0.8416200243015921,0.6590909090909091,0.0
sbm,seed,0.0714479340043509,0.9090909090909091,0.5364761488271858,0.14132810394898357,0.2081697077942212,1.0,0.8333333333333334,0.8684043746201985,0.6136363636363636,0.0
sbm,seed,0.3489548642971042,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.8331405010389058,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.22493007540309795,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.24899128347761057,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.015435432068707455,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.33322637454529036,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.8163145204445271,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.9907019756789084,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.052057074405039816,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.46165482771527555,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,non_seed,0.5760139062800845,0.8181818181818182,0.6964013289792288,0.14500744927580753,0.7212884039911355,1.0,0.9444444444444444,0.7204169736697092,0.7954545454545454,0.0
sbm,seed,0.8574482063515322,1.0,1.0,0.15295652883125357,1.0,1.0,0.9411764705882353,1.0,0.9803921568627451,0.0
sbm,seed,0.194495245785823,0.9166666666666666,0.49714601320736784,0.1416443860364647,0.14427089452841232,1.0,0.8235294117647058,0.9895829696569269,0.5294117647058824,0.0
sbm,seed,0.09458302811302732,0.9166666666666666,0.40549986408849636,0.1403196360697932,0.144441858609039,1.0,0.7647058823529411,0.9657506610983349,0.5098039215686274,0.0
sbm,seed,0.8283529903251107,0.8333333333333334,0.5452348131351947,0.14496853887420186,0.13007186857664488,1.0,0.8823529411764706,0.867650658768247,0.7843137254901961,0.0
sbm,seed,0.5009555846110342,0.8333333333333334,0.6222837234936257,0.14526948519729196,0.13467596618007546,1.0,0.8823529411764706,0.8441311327069526,0.6862745098039216,0.0
sbm,seed,0.6414774345004649,0.8333333333333334,0.5154706492036405,0.14358778041497589,0.1389233146419359,1.0,0.8823529411764706,0.8801656840213993,0.6862745098039216,0.0
sbm,seed,0.3849735439569074,0.8333333333333334,0.24797297095741078,0.13240423038364327,0.03433528745063573,1.0,0.47058823529411764,0.9452625615034032,0.37254901960784315,0.0
sbm,seed,0.8771408423150149,0.8333333333333334,0.4234885922851488,0.1401790919827187,0.08571228728728807,1.0,0.7647058823529411,0.8978551085078018,0.5098039215686274,0.0
sbm,seed,0.1733718922013181,0.8333333333333334,0.31191078259714455,0.13756124754276325,0.05317946214177672,1.0,0.8235294117647058,0.8785024692046528,0.4117647058823529,0.0
sbm,seed,0.7905028172661852,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.6164075024989079,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.8660395294936515,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.0684901766576046,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.7022268950037632,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.4759246338335671,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.7835641622624733,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.9395923017150128,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.5570977268739716,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.23245236807122305,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,non_seed,0.8903081749506203,0.8333333333333334,0.5390679944008175,0.14674721044147795,0.18183323569583013,1.0,1.0,0.8406005773420404,0.6666666666666666,0.0
sbm,seed,0.540369813526688,1.0,1.0,0.148505441239367,1.0,1.0,0.8888888888888888,1.0,0.9523809523809523,0.0
sbm,seed,0.795155226554513,0.8461538461538461,0.4594643359632419,0.13799143349180884,0.24354641352587622,1.0,0.8888888888888888,0.9655497366200936,0.6428571428571429,0.0
sbm,seed,0.048204916269477205,0.8461538461538461,0.3951435602856955,0.13649268399213801,0.15057390106266985,1.0,0.6111111111111112,0.9400507572131088,0.5238095238095238,0.0
sbm,seed,0.7486541102040967,0.8461538461538461,0.8545595244882395,0.14816512311533964,0.5036212781490587,1.0,0.7777777777777778,0.82468954650386,0.9761904761904762,0.0
sbm,seed,0.4421388733045104,0.8461538461538461,0.5345929752192947,0.139386550498818,0.329290707471362,1.0,0.8888888888888888,0.9344544543929894,0.8333333333333334,0.0
sbm,seed,0.3872880068344351,0.7692307692307693,0.5727001129648055,0.14275272943218675,0.2589798424759026,1.0,0.8333333333333334,0.8135662958604272,0.7142857142857143,0.0
sbm,seed,0.20339236135824057,0.7692307692307693,0.39742736416396696,0.1384765365356494,0.15464217929169538,1.0,0.8888888888888888,0.8388279176173866,0.5714285714285714,0.0
sbm,seed,0.40747041232106096,0.7692307692307693,0.4838585959589609,0.1396752085816448,0.21917765740833195,1.0,0.7777777777777778,0.8052143741243485,0.5952380952380952,0.0
sbm,seed,0.22647294108637517,0.7692307692307693,0.6537961799395745,0.14277881847672133,0.3498304452144161,1.0,0.8333333333333334,0.826559498190206,0.8809523809523809,0.0
sbm,seed,0.15427225069834838,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.14351633349932724,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.8917660319065895,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.5580362523075871,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.8182977010075848,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.8732170020927583,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.0918315694356927,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.4313342608481434,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.4655815586354789,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.3249464704989953,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,non_seed,0.6628696014914118,0.7692307692307693,0.4405895750450442,0.1409859239653513,0.19047283496194753,1.0,0.8888888888888888,0.7700774205492538,0.5952380952380952,0.0
sbm,seed,0.23826621037188223,1.0,0.9262354281973206,0.14959107335319852,1.0,1.0,0.9473684210526315,1.0,0.8936170212765957,0.0
sbm,seed,0.3723945623829058,0.9230769230769231,1.0,0.14801455366664576,0.751760834680511,1.0,0.8421052631578947,0.928453493179349,1.0,0.0
sbm,seed,0.06463863776189138,0.8461538461538461,0.48804976919013915,0.1372580387138058,0.14271857155429252,1.0,0.631578947368421,0.8917733014100875,0.6170212765957447,0.0
sbm,seed,0.4133163980898391,0.8461538461538461,0.5688449163283248,0.14103617806602012,0.2811042211228294,1.0,0.8947368421052632,0.8835877653229234,0.723404255319149,0.0
sbm,seed,0.4611066142406296,0.8461538461538461,0.5975931080845691,0.14239159952928396,0.2795465328815769,1.0,0.8947368421052632,0.8564928542783765,0.6595744680851063,0.0
sbm,seed,0.15274420136399103,0.8461538461538461,0.9007063538696785,0.14846625766871166,0.5504858853437622,1.0,0.8947368421052632,0.8674100495904481,0.8936170212765957,0.0
sbm,seed,0.9593562545782719,0.7692307692307693,0.35574472072717267,0.13566387327689058,0.1292388110296363,1.0,0.631578947368421,0.8578105780207742,0.48936170212765956,0.0
sbm,seed,0.8445398210200507,0.7692307692307693,0.576174397434313,0.14283119949151005,0.20736362695327404,1.0,0.7368421052631579,0.7927905496926669,0.723404255319149,0.0
sbm,seed,0.6648680453388804,0.7692307692307693,0.6476623995641667,0.14484123939166066,0.2655045837558329,1.0,0.8947368421052632,0.7897204885070852,0.6808510638297872,0.0
sbm,seed,0.32012637943149,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.8464759242850395,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.7740760163038836,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.5379541202436041,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.3265255655520025,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.5677398785791631,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.8574282756552474,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.02449030526935847,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.13776483461521616,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.1417257778351375,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,non_seed,0.37975074703956846,0.7692307692307693,0.6703291909490626,0.146293827696314,0.3371612969353301,1.0,0.8947368421052632,0.7554676017009764,0.7659574468085106,0.0
sbm,seed,0.5869651967353617,1.0,1.0,0.14544325415308182,1.0,1.0,0.8947368421052632,1.0,1.0,0.0
sbm,seed,0.4197594725393988,0.9230769230769231,0.8573674429265347,0.14380890976635657,0.5664941459859126,1.0,0.6842105263157895,0.9590922767426114,0.9024390243902439,0.0
sbm,seed,0.6135651514345029,0.8461538461538461,0.6681275978728988,0.1430469239108858,0.2918632390745139,1.0,0.8947368421052632,0.8660684386938127,0.6097560975609756,0.0
sbm,seed,0.7691076309478425,0.7692307692307693,0.6579430382454785,0.14270481065106785,0.2712729219473736,1.0,0.8947368421052632,0.7416205648246645,0.8780487804878049,0.0
sbm,seed,0.7152933221476259,0.7692307692307693,0.5561822427254379,0.1414592896834984,0.2084834637825424,1.0,0.8421052631578947,0.7594939543021701,0.6097560975609756,0.0
sbm,seed,0.32922691486687417,0.7692307692307693,0.5178533569183839,0.14002152337677867,0.17991123263057732,1.0,0.8421052631578947,0.7650089264579221,0.6341463414634146,0.0
sbm,seed,0.7410854429186486,0.7692307692307693,0.7604097074617571,0.14662931020989528,0.3656239800162604,1.0,0.8421052631578947,0.7272034085450197,0.8292682926829268,0.0
sbm,seed,0.6075542813648753,0.6923076923076923,0.5029405239381323,0.13976457248571472,0.24251214919549094,1.0,0.8947368421052632,0.7355941025557037,0.5365853658536586,0.0
sbm,seed,0.11377562649926509,0.6923076923076923,0.38660676209813405,0.13713549595971425,0.16472615658075138,1.0,0.6842105263157895,0.7077123623068825,0.6097560975609756,0.0
sbm,seed,0.8934295774621379,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.8107417338032044,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.9200493641394087,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.9640951328502754,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.8148348870532642,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.1676978081646584,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.38347252195477877,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.9985301881060125,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.898291473696192,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.6455464958491752,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,non_seed,0.5754503365241967,0.6923076923076923,0.4876406506444075,0.14228216460867849,0.2758121221252073,1.0,0.8421052631578947,0.696865340594195,0.6341463414634146,0.0
sbm,seed,0.25894720161076323,1.0,0.7808583100143828,0.14739335749360694,1.0,1.0,0.7894736842105263,0.9866909868634054,0.95,0.0
sbm,seed,0.9190880470551165,1.0,1.0,0.14698060075093866,0.8130052122788681,1.0,0.8947368421052632,0.9815008583828349,0.875,0.0
sbm,seed,0.0365794039447882,0.9090909090909091,0.766540612612526,0.14726859471745435,0.8203175535810101,1.0,0.8947368421052632,0.8627032905951951,0.85,0.0
sbm,seed,0.5653421381977428,0.9090909090909091,0.6996461943453334,0.1450024694406717,0.6666075302181297,1.0,0.8421052631578947,0.8935994100347496,0.925,0.0
sbm,seed,0.26160935645077654,0.9090909090909091,0.6839568301882153,0.14211593150602045,0.5108933317035241,1.0,0.7894736842105263,0.9156888076386449,0.85,0.0
